Time,FileName,DocumentID,RESULT,Description
"2014.12.22 18:33:47.647" ,"00","사용자 검증 성공"
"2014.12.22 18:35:52.005" ,"00","사용자 검증 성공"
"2014.12.22 18:35:53.254" ,"00","사용자 검증 성공"
"2014.12.22 18:36:15.927" ,"00","사용자 검증 성공"
"2014.12.22 18:38:21.028" ,"00","사용자 검증 성공"
"2014.12.22 18:38:42.296" ,"00","사용자 검증 성공"
"2014.12.22 18:38:43.451" ,"00","사용자 검증 성공"
"2014.12.22 18:39:22.189" ,"00","사용자 검증 성공"
"2014.12.22 18:41:43.368" ,"00","사용자 검증 성공"
"2014.12.22 18:42:41.961" ,"00","사용자 검증 성공"
"2014.12.22 18:43:20.666" ,"00","사용자 검증 성공"
"2014.12.22 18:44:02.088" ,"00","사용자 검증 성공"
"2014.12.22 20:17:51.821" ,"00","사용자 검증 성공"
"2014.12.22 20:21:30.205" ,"00","사용자 검증 성공"
"2014.12.22 20:26:42.550" ,"00","사용자 검증 성공"
"2014.12.22 20:32:21.188" ,"00","사용자 검증 성공"
"2014.12.22 20:32:26.557" ,"00","사용자 검증 성공"
